timestamp,vehicle_id,circuit,sector,lap,lap_time_s,last_lap_time_s,speed_kmh,rpm,gear,tps_percent,brake_bar,g_lat,g_long,oil_pressure_bar,oil_temp_c,coolant_temp_c,latitude,longitude,altitude_m
2026-09-13T22:27:43.016234+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.0,107.7,222.7,9704,6,87.7,0.0,-0.03,0.47,4.65,100.3,88.6,-23.701475,-46.697008,763.2
2026-09-13T22:27:43.016234+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.1,107.7,224.2,9751,6,84.6,0.0,-0.04,0.41,4.69,100.4,88.6,-23.701526,-46.696999,763.5
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.2,107.7,225.7,9807,6,81.5,0.0,-0.03,0.42,4.67,100.4,88.6,-23.701551,-46.696979,763.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.3,107.7,227.1,9911,6,78.6,0.0,-0.03,0.4,4.8,100.4,88.7,-23.701589,-46.696953,764.1
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.4,107.7,228.5,9985,6,75.7,0.0,0.01,0.4,4.81,100.4,88.7,-23.701638,-46.696938,764.4
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.5,107.7,229.8,10032,6,73.0,0.0,-0.01,0.35,4.79,100.4,88.7,-23.701665,-46.696922,764.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.6,107.7,231.1,10154,6,70.4,0.0,-0.04,0.38,4.85,100.4,88.7,-23.701703,-46.696897,765.1
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.7,107.7,232.3,10140,6,67.9,0.0,-0.03,0.36,4.78,100.4,88.7,-23.701748,-46.696864,765.4
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.8,107.7,233.5,10261,6,65.4,0.0,-0.02,0.36,4.9,100.5,88.7,-23.701771,-46.696858,765.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,1.9,107.7,233.5,10199,6,49.1,0.0,-0.08,-0.0,4.89,100.5,88.7,-23.701814,-46.696828,766.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.0,107.7,233.5,10215,6,40.0,0.0,-0.0,0.03,4.89,100.5,88.7,-23.701863,-46.696786,766.3
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.1,107.7,233.5,10149,6,46.3,0.0,0.0,0.01,4.86,100.5,88.7,-23.701898,-46.69679,766.6
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.2,107.7,233.5,10210,6,44.0,0.0,-0.06,-0.02,4.82,100.5,88.7,-23.70193,-46.696772,766.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.3,107.7,233.5,10184,6,49.6,0.0,0.03,-0.01,4.81,100.5,88.7,-23.701974,-46.696739,767.3
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.4,107.7,233.5,10198,6,42.5,0.0,-0.03,0.03,4.86,100.5,88.7,-23.702,-46.696725,767.6
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.5,107.7,233.5,10251,6,46.5,0.0,-0.0,-0.03,4.88,100.5,88.7,-23.702068,-46.696695,767.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.6,107.7,233.5,10238,6,47.0,0.0,0.01,0.02,4.88,100.5,88.7,-23.702091,-46.696667,768.2
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.7,107.7,233.5,10185,6,48.3,0.0,0.03,0.01,4.88,100.5,88.7,-23.702143,-46.696681,768.5
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.8,107.7,233.5,10144,6,41.8,0.0,0.03,0.02,4.82,100.5,88.7,-23.702152,-46.696648,768.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,2.9,107.7,233.5,10254,6,42.2,0.0,-0.04,-0.03,4.85,100.5,88.7,-23.702187,-46.696624,769.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.0,107.7,233.5,10202,6,43.0,0.0,-0.04,0.01,4.83,100.5,88.7,-23.70226,-46.696597,769.3
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.1,107.7,233.5,10242,6,47.1,0.0,-0.05,-0.02,4.85,100.5,88.7,-23.702291,-46.696565,769.6
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.2,107.7,233.5,10211,6,44.9,0.0,0.03,0.0,4.87,100.5,88.7,-23.702306,-46.696558,769.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.3,107.7,233.5,10211,6,41.3,0.0,-0.04,-0.03,4.82,100.5,88.7,-23.702357,-46.696557,770.2
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.4,107.7,231.8,10187,6,0.0,32.3,0.03,-0.5,4.87,100.4,88.7,-23.702398,-46.696508,770.4
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.5,107.7,228.4,10036,6,0.0,62.8,-0.01,-0.94,4.81,100.4,88.6,-23.702436,-46.696509,770.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.6,107.7,224.2,9858,6,0.0,79.7,-0.01,-1.17,4.72,100.4,88.6,-23.702458,-46.696497,771.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.7,107.7,219.7,9648,6,0.0,85.0,0.04,-1.28,4.65,100.4,88.6,-23.702506,-46.696461,771.2
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.8,107.7,215.2,9369,6,0.0,85.0,-0.08,-1.28,4.54,100.3,88.6,-23.702559,-46.696444,771.5
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,3.9,107.7,210.7,9199,6,0.0,85.0,0.08,-1.26,4.49,100.3,88.6,-23.702583,-46.696441,771.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.0,107.7,206.2,8964,6,0.0,85.0,0.02,-1.29,4.47,100.3,88.6,-23.702631,-46.696417,771.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.1,107.7,201.7,8785,6,0.0,85.0,-0.03,-1.27,4.37,100.3,88.6,-23.702643,-46.696382,772.1
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.2,107.7,197.2,8654,6,0.0,85.0,-0.03,-1.3,4.43,100.3,88.6,-23.702699,-46.696374,772.4
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.3,107.7,192.7,8431,6,0.0,85.0,0.02,-1.26,4.26,100.2,88.5,-23.70271,-46.696346,772.6
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.4,107.7,188.2,8173,6,0.0,85.0,0.06,-1.29,4.19,100.2,88.5,-23.702771,-46.696352,772.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.5,107.7,183.7,7977,6,0.0,85.0,0.02,-1.29,4.19,100.2,88.5,-23.702768,-46.69632,772.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.6,107.7,179.2,7862,6,0.0,85.0,-0.06,-1.28,4.11,100.2,88.5,-23.702813,-46.69631,773.1
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.7,107.7,174.7,7671,6,0.0,85.0,-0.02,-1.3,4.12,100.1,88.5,-23.702842,-46.696279,773.3
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.8,107.7,170.2,7433,6,0.0,85.0,0.05,-1.25,3.99,100.1,88.5,-23.70287,-46.696277,773.5
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,4.9,107.7,165.7,7277,6,0.0,85.0,-0.07,-1.27,3.92,100.1,88.5,-23.702915,-46.696271,773.6
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.0,107.7,161.2,7072,6,0.0,85.0,-0.01,-1.29,3.89,100.1,88.5,-23.702928,-46.696236,773.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.1,107.7,156.7,6841,6,0.0,85.0,-0.03,-1.3,3.88,100.1,88.5,-23.702968,-46.696215,773.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.2,107.7,152.2,6610,6,0.0,85.0,0.04,-1.25,3.73,100.0,88.4,-23.702973,-46.696221,774.1
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.3,107.7,148.0,6490,6,0.0,79.4,0.01,-1.22,3.67,100.0,88.4,-23.703015,-46.696205,774.2
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.4,107.7,144.1,6261,6,0.0,74.0,-0.01,-1.09,3.61,100.0,88.4,-23.703033,-46.696174,774.3
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.5,107.7,140.4,6158,6,0.0,70.1,0.03,-1.06,3.68,100.0,88.4,-23.703041,-46.696163,774.5
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.6,107.7,136.8,5993,6,0.0,67.1,0.07,-1.0,3.56,99.9,88.4,-23.703077,-46.696169,774.6
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.7,107.7,133.4,5796,6,0.0,64.8,-0.07,-0.95,3.45,99.9,88.4,-23.703117,-46.696152,774.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.8,107.7,130.1,5713,6,0.0,62.7,-0.04,-0.93,3.54,99.9,88.4,-23.703137,-46.69615,774.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,5.9,107.7,126.9,5602,6,0.0,60.9,-0.05,-0.93,3.43,99.9,88.4,-23.703155,-46.696118,774.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,6.0,107.7,123.7,5370,6,0.0,59.3,-0.03,-0.91,3.39,99.9,88.4,-23.703186,-46.696135,775.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,Reta dos Boxes,2,6.1,107.7,120.7,5234,6,0.0,57.7,-0.05,-0.89,3.38,99.8,88.3,-23.703179,-46.696124,775.1
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,6.2,107.7,118.3,10279,3,0.0,45.3,1.97,-0.68,4.92,99.8,88.3,-23.703202,-46.696103,775.2
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,6.3,107.7,116.9,10250,3,0.0,26.1,1.94,-0.38,4.83,99.8,88.3,-23.703216,-46.696109,775.5
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,6.4,107.7,116.1,10165,3,0.0,15.0,1.96,-0.24,4.9,99.8,88.3,-23.703237,-46.696092,775.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,6.5,107.7,115.6,10054,3,0.0,8.7,1.95,-0.11,4.77,99.7,88.3,-23.703257,-46.696057,775.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,6.6,107.7,115.4,10068,3,0.0,5.0,1.89,-0.09,4.83,99.7,88.3,-23.70328,-46.696059,776.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,6.7,107.7,115.4,10087,3,40.5,0.0,1.87,0.01,4.86,99.7,88.3,-23.703299,-46.696075,776.2
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,6.8,107.7,115.4,10139,3,48.0,0.0,1.94,0.02,4.89,99.7,88.3,-23.703347,-46.696076,776.4
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,6.9,107.7,115.4,10084,3,44.7,0.0,1.86,0.01,4.85,99.7,88.3,-23.703373,-46.696068,776.5
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.0,107.7,115.4,10068,3,45.0,0.0,1.89,-0.0,4.84,99.7,88.3,-23.703377,-46.696045,776.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.1,107.7,115.4,10093,3,42.7,0.0,1.95,-0.01,4.77,99.7,88.3,-23.703395,-46.696039,776.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.2,107.7,115.4,10129,3,48.6,0.0,1.88,-0.01,4.85,99.7,88.3,-23.703437,-46.696044,776.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.3,107.7,115.4,10076,3,45.5,0.0,1.86,-0.02,4.8,99.7,88.3,-23.703429,-46.696031,777.1
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.4,107.7,115.4,10072,3,46.2,0.0,1.9,-0.0,4.86,99.7,88.3,-23.703465,-46.696021,777.2
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.5,107.7,115.4,10066,3,41.8,0.0,1.92,-0.02,4.77,99.7,88.3,-23.703497,-46.696018,777.3
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.6,107.7,115.4,10035,3,46.4,0.0,1.95,0.02,4.76,99.7,88.3,-23.703497,-46.696006,777.4
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.7,107.7,115.4,10121,3,42.0,0.0,1.88,-0.01,4.86,99.7,88.3,-23.703551,-46.696012,777.5
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.8,107.7,115.4,10112,3,50.0,0.0,1.93,0.03,4.88,99.7,88.3,-23.703563,-46.695986,777.6
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,7.9,107.7,115.4,10072,3,48.2,0.0,1.89,0.02,4.83,99.7,88.3,-23.703595,-46.695996,777.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.0,107.7,115.4,10071,3,45.1,0.0,1.87,0.02,4.79,99.8,88.3,-23.70359,-46.695982,777.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.1,107.7,115.4,10110,3,45.2,0.0,1.93,0.02,4.83,99.8,88.3,-23.703608,-46.695976,777.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.2,107.7,115.4,10048,3,41.9,0.0,1.92,0.02,4.81,99.8,88.3,-23.703627,-46.695976,777.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.3,107.7,115.4,10024,3,45.8,0.0,1.95,-0.02,4.84,99.8,88.3,-23.703658,-46.695967,777.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.4,107.7,115.4,10116,3,44.2,0.0,1.89,0.01,4.84,99.8,88.3,-23.703668,-46.695962,777.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.5,107.7,115.4,10137,3,47.9,0.0,1.87,0.03,4.82,99.8,88.3,-23.70371,-46.695968,778.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.6,107.7,115.4,10047,3,46.1,0.0,1.95,0.02,4.8,99.8,88.3,-23.703719,-46.695939,778.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.7,107.7,115.4,10130,3,41.1,0.0,1.9,0.0,4.79,99.8,88.3,-23.703744,-46.695949,778.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.8,107.7,115.4,10045,3,40.3,0.0,1.9,0.01,4.76,99.8,88.3,-23.703783,-46.695928,778.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,8.9,107.7,115.4,10030,3,42.3,0.0,1.86,0.01,4.81,99.8,88.3,-23.70377,-46.695932,778.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.0,107.7,115.4,10087,3,44.1,0.0,1.86,-0.02,4.82,99.8,88.3,-23.703823,-46.695903,778.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.1,107.7,115.4,10075,3,48.7,0.0,1.87,-0.02,4.85,99.8,88.3,-23.703848,-46.695892,778.0
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.2,107.7,115.4,10105,3,49.4,0.0,1.9,0.01,4.8,99.8,88.3,-23.703854,-46.6959,777.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.3,107.7,115.4,10086,3,40.6,0.0,1.93,-0.01,4.87,99.8,88.3,-23.703894,-46.695912,777.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.4,107.7,115.4,10129,3,45.8,0.0,1.88,0.01,4.83,99.8,88.3,-23.70388,-46.695893,777.9
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.5,107.7,115.4,10044,3,43.0,0.0,1.93,0.01,4.78,99.8,88.3,-23.703909,-46.695877,777.8
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.6,107.7,115.4,10091,3,44.6,0.0,1.87,0.02,4.81,99.8,88.3,-23.703922,-46.695869,777.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.7,107.7,115.4,10058,3,48.7,0.0,1.92,-0.01,4.86,99.8,88.3,-23.703942,-46.695883,777.7
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.8,107.7,115.4,10089,3,42.2,0.0,1.95,-0.0,4.88,99.8,88.3,-23.703973,-46.695857,777.6
2026-09-13T22:27:43.017205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,9.9,107.7,115.4,10053,3,47.7,0.0,1.9,-0.01,4.81,99.8,88.3,-23.704019,-46.695875,777.5
2026-09-13T22:27:43.018205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,10.0,107.7,115.4,10112,3,46.9,0.0,1.89,0.01,4.87,99.8,88.3,-23.704025,-46.69587,777.4
2026-09-13T22:27:43.018205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,10.1,107.7,115.4,10113,3,41.1,0.0,1.89,0.03,4.83,99.8,88.3,-23.704049,-46.695866,777.3
2026-09-13T22:27:43.018205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,10.2,107.7,115.4,10121,3,42.4,0.0,1.87,0.03,4.87,99.8,88.3,-23.704083,-46.695838,777.2
2026-09-13T22:27:43.018205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,10.3,107.7,115.4,10070,3,41.0,0.0,1.91,-0.01,4.77,99.8,88.3,-23.704101,-46.695853,777.1
2026-09-13T22:27:43.018205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,10.4,107.7,115.4,10027,3,41.5,0.0,1.88,-0.01,4.83,99.8,88.3,-23.704098,-46.69582,777.0
2026-09-13T22:27:43.018205+00:00,veiculo_simulado_01,Autodromo_Jose_Carlos_Pace_Interlagos,S do Senna 1,2,10.5,107.7,115.4,10109,3,48.4,0.0,1.92,0.02,4.88,99.8,88.3,-23.704142,-46.695813,776.8
